电信IPTV,#genre#
百事通台,http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8
MTV音乐,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=202&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
MTV音乐,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-b.m3u8
HBO2台,http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8？fluxustv.m3u8
动物星球,http://192.200.120.82:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
动物星球,http://104.250.154.42:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
动物世界,http://hls-ott-zhibo.wasu.tv/live/394/index.m3u8
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
华纳电影,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
华纳电视,http://104.250.154.42:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
好莱坞电影,http://192.200.120.82:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
福克斯电影,http://192.200.120.82:8080/ZZ_foxaction/ZZ_foxaction.m3u8
福克斯动作,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
福克斯动作,http://192.154.103.75:8080/ZZ_foxaction/ZZ_foxaction.m3u8
衛星劇場,http://192.240.127.34:1935/live/cs18.stream/media_1254.m3u8
经典频道,http://stream.guihet.com/migu/index.php?id=625542369
大众影视,http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&RTS=1575014274&from=1&ocs=2_39.134.52.206_80&hms_devid=835&vqe=3
居家幸福,http://61.58.60.230:9319/live/125.m3u8
国会频道,http://61.58.60.230:9319/live/123.m3u8
靖天歡樂,http://61.58.60.230:9319/live/201.m3u8
靖天资讯,http://61.58.60.230:9319/live/202.m3u8
靖天娱乐,http://61.58.60.230:9319/live/204.m3u8
靖洋戏剧,http://61.58.60.230:9319/live/203.m3u8
靖天国际,http://61.58.60.230:9319/live/205.m3u8
靖洋卡通,http://61.58.60.230:9319/live/206.m3u8
靖天卡通,http://61.58.60.230:9319/live/207.m3u8
靖天映画,http://61.58.60.230:9319/live/244.m3u8

翡翠台,p2p://fccsovh.pvbox.live:18912/5d1220350000ba27b8eae78932985aba
翡翠台,p2p://fccsovh.pvbox.live:18912/5b1409fc00088a7f17d160f9f69bd971
无线新闻,p2p://fccsovh.pvbox.live:18912/5b1409fc000a355eacd19b607afdd7bb
无线新闻,p2p://fccsovh.pvbox.live:18912/5b140953000cd4a84cef51b991f16951
1-J2,p2p://fccsovh.pvbox.live:18912/5b1409fc000dca06f338c94e1f9ae396
2-J2,p2p://fccseuro.pvbox.live:18912/5d122036000a06612becfa24a1e7fef8
J5,p2p://fccseuro.pvbox.live:18912/5b14095400047cf57894da23ecd65ae7
明珠,p2p://fccsovh.pvbox.live:18912/5b1409540009bb8bb90a902a2ab9a775
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
无线财经,p2p://fccseuro.pvbox.live:18912/5dbeb1cc0007501611136e06133e0b65
HKC新闻,p2p://fccseuro.pvbox.live:18912/5b13f6f100047cdef5f73c9021bbafe5
HKC电影一台,p2p://fccseuro.pvbox.live:18912/5b140a1600025764b664ccfb85cd7a2f
私人影院,p2p://fccseuro.pvbox.live:18912/5b140a98000c5ae61774bcda4342023a
TVB星河,p2p://fccseuro.pvbox.live:18912/5d65048c0003e9ae7b40aa09266e5a98
VIUTV6,p2p://fccseuro.pvbox.live:18912/5b1409fd00079683ced9f914ba48cf7b
VIU,p2p://fccseuro.pvbox.live:18912/5b1409540006651913b788efa4b0bfc2
星空卫视,p2p://fccseuro.pvbox.live:18912/5b1409fb0000e98504183cbf83f5ecb7
凤凰中文台 HD,p2p://fccseuro.pvbox.live:18912/5b14092b000759565f9045e8e93f40d9
凤凰资讯台 HD,p2p://fccseuro.pvbox.live:18912/5b14092b00090483fcd275c598459685
凤凰香港台 HD,p2p://fccseuro.pvbox.live:18912/5b14092b000ab058d6b5acbba136b274
海峡卫视,p2p://fccseuro.pvbox.live:18912/5b140a99000c97f5437f3d56ea9e3e6a
莲花卫视,p2p://fccseuro.pvbox.live:18912/5b1409fb00088a46ff3ccdb540cf30be
WBTV,p2p://fccseuro.pvbox.live:18912/5b140a1600043fc98621ae1605673b4c
CHINA MOVIE,p2p://fccseuro.pvbox.live:18912/5b14095e00097ea86012bebee6992c48
中华美食频道,p2p://fccseuro.pvbox.live:18912/5b14092b0001266158bc13346a455d66
NOW 新闻,p2p://fccseuro.pvbox.live:18912/5b20e3ae00008df972287f2c4ad21d36
NOW SPORTS1,p2p://fccseuro.pvbox.live:18912/5e7c6d93000c7d74ce7bb9fa5b3a1f52
RTHK31,p2p://fccseuro.pvbox.live:18912/5badd38d000891c4d3889e287702c472
RTHK32,p2p://fccseuro.pvbox.live:18912/5badd3910003a73d3d7ddbff1e46042f
BEIN SPORTS,p2p://fccsovh.pvbox.live:18912/5cf559ed000079fb1e4ae50e0235ae29
WWE,p2p://fccsovh.pvbox.live:18912/5cffd5d900072496bd484aed0ac70a49
TVB US 1,p2p://fccsovh.pvbox.live:18912/5cffd79b00082246f8826d560f7755d1
TVB US 2,p2p://fccsovh.pvbox.live:18912/5cffd79d0004cbb6308335c986bee7c4
TVBHD,p2p://fccsovh.pvbox.live:18912/5cf559f800003d1bbf7b3ce09833eab3
BBC EARTH HD,p2p://fccseuro.pvbox.live:18912/5b1408f200071c8b6cc51b58a909b21d
国家地理野生,p2p://fccsovh.pvbox.live:18912/5b1409170007d3425483e43667e4ec9e
国家地理HD,p2p://fccsovh.pvbox.live:18912/5b13f6f0000e0621bf58b36ce13a73f8
CN卡通HD,p2p://fccsovh.pvbox.live:18912/5b593933000710c5ff83fd172e2f71cd
TLC,p2p://fccsovh.pvbox.live:18912/5b13f6f10002d2eff5a50217fb4c90cb
动物星球,p2p://fccsovh.pvbox.live:18912/5b14096100006f33b7ad4acd142376d0
迪士尼卡通,p2p://fccsovh.pvbox.live:18912/5b1409f30004f6ec5d94dc54b11c2243
CN卡通,p2p://fccsovh.pvbox.live:18912/5b140917000efaac7bb238aeded77a27
东森呦呦,p2p://fccsovh.pvbox.live:18912/5b140a9a00071c28863896edadb3bb29
東森新聞,p2p://fccsovh.pvbox.live:18912/5c2dd7310008b3195eae88b9f6dbbb1e
中天新聞,p2p://fccsovh.pvbox.live:18912/5c2dd72e0002527b0d3c062f0001a7f0
民視新聞,p2p://fccsovh.pvbox.live:18912/5b1409690004f73317809a57b92fef7e
三立新聞,p2p://fccsovh.pvbox.live:18912/5b14090b000e80302dd34cd414ace4f4
TVBS新闻,p2p://fccsovh.pvbox.live:18912/5c2dd76300095ef46c3d121d86c6c64d
TVBS综合,p2p://fccsovh.pvbox.live:18912/5b140960000c982b09d5b70e1204181c
東森財經,p2p://fccseuro.pvbox.live:18912/5b1409f30008c776fad31aa6ee5bffb4
非凡新聞,p2p://fccsovh.pvbox.live:18912/5c2dd766000ecf4a73bc1d2e4e7b7889
非凡商业HD,p2p://fccsovh.pvbox.live:18912/5b140a9a0001dd5b2f1822466ac9d7b4
衛視電影,p2p://fccseuro.pvbox.live:18912/5c2dd76a000ca6148eeac994598e4f69
東森電影,p2p://fccsovh.pvbox.live:18912/5b1409f20009bbe2ce907d06419bfbb1
偉來電影,p2p://fccsovh.pvbox.live:18912/5b140922000ebd5b80f75231bc541892
HBO,p2p://fccsovh.pvbox.live:18912/5b140969000be13cf1cd8ec6a036e885
東森洋片,p2p://fccsovh.pvbox.live:18912/5b14092300021ad11c51db83ecd92bdc
好萊塢電影,p2p://fccsovh.pvbox.live:18912/5b1409f3000c1df5ce8c7e9b2910c4d2
衛視洋片HD,p2p://fccsovh.pvbox.live:18912/5b14098f00030ea487bb26a1d15d9ad2
CINEMAX,p2p://fccsovh.pvbox.live:18912/5b14096000043ff92a21112cfd6455e1
FOX SPORTS HD,p2p://fccseuro.pvbox.live:18912/5b3c4f980000c856a8ee9cb19dfe1534
FOX SPORTS 2,p2p://fccseuro.pvbox.live:18912/5b3c4f980006aaf3241798363283191d
緯來體育,p2p://fccsovh.pvbox.live:18912/5b140921000be144cd180b5f57b33868
緯來育樂,p2p://fccsovh.pvbox.live:18912/5b14092c000a35b55c0ca4700449e07c
偉來日本,p2p://fccsovh.pvbox.live:18912/5b14092b000efa4c4200a0db8cd88c4b
國興衛視,p2p://fccsovh.pvbox.live:18912/5b1409f2000ebd788f8400f78f4e771b
Z頻道,p2p://fccsovh.pvbox.live:18912/5b14094a00088a5644b6c011563aa279
CATCHPLAY HD,p2p://fccsovh.pvbox.live:18912/5b1409db000126a93058289e6eade50e
八大娛樂,p2p://fccsovh.pvbox.live:18912/5b14096a000628062f2c204ca0f6e2c1
HBO強檔,p2p://fccsovh.pvbox.live:18912/5b14096900084dd95a82f6a0bd15d936
HBO原創,p2p://fccsovh.pvbox.live:18912/5b14096a000a35a146e9bd5a940b3c0b
CHC 家庭影院 HD,p2p://fccsovh.pvbox.live:18912/5b14092b0004ba230d14fce6d6722564
CHC 高清電影 HD,p2p://fccsovh.pvbox.live:18912/5b140953000b29efe700486c6067c86b
探索頻道,p2p://fccsovh.pvbox.live:18912/5b14092b000cd4e075596cf892531768
DISCOVERY科學頻道 HD,p2p://fccsovh.pvbox.live:18912/5b14093f000e802b507efc61afa380bd
探索動力,p2p://fccsovh.pvbox.live:18912/5b14093f0006280183e1e852e02956f0
CHC 動作電影 HD,p2p://fccsovh.pvbox.live:18912/5b14092b0002d180619435d0c7243e44
Discovery BR,p2p://fccseuro.pvbox.live:18912/5bee4e830000792b19ca359942847fe8
Discovery Civilization,p2p://fccseuro.pvbox.live:18912/5bee4e860006918a19ca42d74e5c2169
Discovery Home Health,p2p://fccseuro.pvbox.live:18912/5bee4e89000e17d319ca50831e4746cf
Discovery Kids,p2p://fccseuro.pvbox.live:18912/5bee4e8d000586a619ca5df12c78027d
Discovery Science BR,p2p://fccseuro.pvbox.live:18912/5bee4e90000c4e2119ca6b6e513a3de2
Discovery Theater,p2p://fccseuro.pvbox.live:18912/5bee4e9400035d9f19ca78bc246f50ff
Discovery Turbo,p2p://fccseuro.pvbox.live:18912/5bee4e97000ce6c919ca86e56c7d0761
Discovery WORLD,p2p://fccseuro.pvbox.live:18912/5bee4e9b0004056f3c80fc608bfdc1fd
Disney BR,p2p://fccseuro.pvbox.live:18912/5bee4e9e000ba64919caa1ef52c43b23
DISNEY JR BR,p2p://fccseuro.pvbox.live:18912/5bee4ea20003335f19caaf5d34b301d0
Disney XD BR,p2p://fccseuro.pvbox.live:18912/5bee4ea50009f36c19cabcda2ac3795d










测试2,#genre#
凤凰中文,p2p://lino.homeunix.com:6007/59fd0c6c0006fd67024502e414f10ff3.ts#https://www.fanmingming.cn/hls/fhzw.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw#rtmp://58.200.131.2:1935/livetv/fhzw
凤凰资讯,p2p://lino.homeunix.com:6007/59fd0c48000e15630244781932ff7852.ts#https://www.fanmingming.cn/hls/fhzx.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
凤凰香港,http://qlive.fengshows.cn/live720p/PHK.flvtxSecret=daefe6664bbeadcfb4ee2338a48d041c&txTime=16f1ea41738#http://104.250.154.42:8080/ZZ_fenghuangxianggang/ZZ_fenghuangxianggang.m3u8#mitv://sdgdklwos.finetv.tv:9906/59fd0c19000767ad0243becb40b07246#p2p://lino.homeunix.com:6007/59fd0c19000767ad0243becb40b07246.ts 
凤凰电影,https://www.fanmingming.cn/hls/fhdy.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy#rtmp://58.200.131.2:1935/livetv/fhdy
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,https://www.fanmingming.cn/hls/startv.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/startv#rtmp://58.200.131.2:1935/livetv/startv
无线新闻,p2p://lino.homeunix.com:6007/5ad32bdc000b780449ee52022e841cf7.ts #p2p://lino.homeunix.com:6007/5a562bec0007bfd761a2998e00b83dd5.ts #mitv://sdgdklwos.finetv.tv:9906/5a562bec0007bfd761a2998e00b83dd5#mitv://sdgdklwos.finetv.tv:9906/5ad32bdc000b780449ee52022e841cf7#http://www.liveviptv.xyz/tv/tvb.php#msc://CIN5
有线新闻,https://ottproxy2.mott.tv/livehls/MOB-SCC/03.m3u8?sessionID=XNoSKsoyhu+3ZzGxIn6l1Azz
无线财经,mitv://sdgdklwos.finetv.tv:9906/59fd314f000be93d02d51ae40a3a24e8
有线财经,https://icable.cdn.utvhk.com/live/5bcdb730f6be41868ac15afffbb67152/3d27db5ab65942eda36b25374669990d-3.m3u8
财经资讯,https://ottproxy2.mott.tv/livehls/MOB-NGW/03.m3u8
综合娱乐,https://ottproxy2.mott.tv/livehls/MOB-CN/03.m3u8
TVB J2,p2p://lino.homeunix.com:6007/59fd25e80008aaec02a88fc1476f2edf.ts #p2p://lino.homeunix.com:6007/5ad32b7d000cca4049ecdf4812f47470.ts #mitv://sdgdklwos.finetv.tv:9906/59fd25e80008aaec02a88fc1476f2edf#mitv://sdgdklwos.finetv.tv:9906/5ad32b7d000cca4049ecdf4812f47470#msc://CJ25#msc://CJ2L
TVB J5,p2p://lino.homeunix.com:6007/59fd314f000be93d02d51ae40a3a24e8.ts #p2p://lino.homeunix.com:6007/5ad32aed000d8fa649eaacf716d70340.ts 
RHK 31,p2p://lino.homeunix.com:6007/5b1ea0dc000bba59d03063fa2f1a513c.ts 
RHK 32,p2p://lino.homeunix.com:6007/5b1ea120000af380d0316d6b59657817.ts 
VIU TV1,p2p://lino.homeunix.com:6007/59fd171800092000026eb35003107eef.ts 
VIU TV2,p2p://lino.homeunix.com:6007/5b389c92000621bc35b08cbd438b4298.ts 
TVB 翡翠台,mitv://sdgdklwos.finetv.tv:9906/5a562a0b000d7041619b441d562d5ee8#p2p://lino.homeunix.com:6007/5a562a0b000d7041619b441d562d5ee8.ts #p2p://lino.homeunix.com:6007/5ad32c0d0000bbd049ef0eab717740e2.ts #p2p://sdgdklwos.finetv.tv:9906/5a562a0b000d7041619b441d562d5ee8.ts #msc://CTVBJ5#msc://CTVBJL
TVB 明珠台,mitv://sdgdklwos.finetv.tv:9906/59fd0d0a0009323a02476cb020fe16f9#mitv://sdgdklwos.finetv.tv:9906/5ad32b590006aefa49ec511272c5262e#p2p://lino.homeunix.com:6007/5ad32b590006aefa49ec511272c5262e.ts 
TVB 武术台,mitv://sdgdklwos.finetv.tv:9906/5a32174e0001f481d4b0ec8f67f06c2b#p2p://lino.homeunix.com:6007/5a32174e0001f481d4b0ec8f67f06c2b.ts 
TVB 韩剧台,msc://CKDrama5
TVB 星河台,mitv://sdgdklwos.finetv.tv:9906/59fd3f91000c54e4030cccd33c6f6c3c#msc://CXHMovie#msc://CKF5
TVB 剧集台,https://edge2a.v2h-cdn.com/RE_HD/smil:TVB_HD_ABR.smil/chunklist_w822142663_b1864000_sltha.m3u8
TVB 娱乐台,msc://CEN5
TVBS综合台,mitv://sdgdklwos.finetv.tv:9906/59fd20d3000f24fd0294b75f4a555e2a#vjms://58.215.133.194:8500:3502/live/cid=349
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo#rtmp://58.200.131.2:1935/livetv/natlgeo#vjms://58.215.133.147:8500:3502/live/cid=115
HBO亚洲,vjms://58.215.133.194:8500:3502/live/cid=261
HBO强档,vjms://58.215.133.194:8500:3502/live/cid=238
HBO家庭,vjms://58.215.133.194:8500:3502/live/cid=181
HBO原创,vjms://58.215.133.194:8500:3502/live/cid=436
AXN 电影,vjms://58.215.133.194:8500:3502/live/cid=2
FOX 电影,vjms://58.215.133.194:8500:3502/live/cid=94
有线新闻 ★,https://icable.cdn.utvhk.com/live/4cc64fb362004798b222978935590b2c/1980ba5c365e4f049f99aced1277303c.m3u8
有线财经资讯 ★,https://icable.cdn.utvhk.com/live/5bcdb730f6be41868ac15afffbb67152/3d27db5ab65942eda36b25374669990d-3.m3u8
有线综合娱乐 ★,https://icable.cdn.utvhk.com/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f-3.m3u8
RTHK31 ★,https://www.rthk.hk/feeds/dtt/rthktv31_https.m3u8
RTHK32 ★,https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
开电视,http://media.fantv.hk/m3u8/archive/channel2.m3u8
香港卫视HKS,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
TVBS新闻 FHD ★,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
东森财经新闻 FHD ★,http://seb.sason.top/sc/dscjxw_fhd.m3u8
东森新闻 FHD ★,http://seb.sason.top/sc/dsxw_fhd.m3u8
华视新闻 FHD ★,http://seb.sason.top/sc/hsxw_fhd.m3u8
民视新闻 FHD ★,http://seb.sason.top/sc/msxw_fhd.m3u8
三立iNews FHD ★,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live FHD ★,http://seb.sason.top/sc/sllive_fhd.m3u8
台视新闻 FHD ★,http://seb.sason.top/sc/tsxw_fhd.m3u8
中视新闻 FHD ★,http://seb.sason.top/sc/zsxw_fhd.m3u8
中天新闻 FHD ★,http://seb.sason.top/sc/ztxw_fhd.m3u8
寰宇新闻 ★,http://125.227.198.89:8026
壹新闻 ★,https://usb.bozztv.com/ssh101/NEXTTVHD/NEXTTVHD/playlist.m3u8
靖天欢乐 ★,http://61.58.60.230:9319/live/201.m3u8
靖天资讯 ★,http://61.58.60.230:9319/live/202.m3u8
靖天育乐 ★,http://61.58.60.230:9319/live/204.m3u8
靖天国际 ★,http://61.58.60.230:9319/live/205.m3u8
靖天卡通 ★,http://61.58.60.230:9319/live/207.m3u8
靖天日本 ★,http://61.58.60.230:9319/live/243.m3u8
靖天映画 ★,http://61.58.60.230:9319/live/244.m3u8
靖洋卡通 ★,http://61.58.60.230:9319/live/206.m3u8
靖洋戏剧 ★,http://61.58.60.230:9319/live/203.m3u8
纬来精采 ★,https://usb.bozztv.com/ssh101/ttvbHD/ttvbHD/index.m3u8
CNEX ★,http://61.58.60.230:9319/live/257.m3u8
FX Asia ★,http://125.227.198.89:8027
大爱I,https://tv1.wanfudaluye.com/live/live.m3u8
大爱II,https://tv2.wanfudaluye.com/live/live.m3u8
大爱海外,https://tv3.wanfudaluye.com/live/live.m3u8
澳门有线I,http://202.175.127.77/live/show/ch1/index.m3u8
澳门有线II,http://202.175.127.77/live/show/ch2/index.m3u8
澳门有线III,http://202.175.127.77/live/show/ch3/index.m3u8
澳视澳门,https://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视葡语,https://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8
澳视电影,https://live4.tdm.com.mo/ch3/_definst_/ch3.live/playlist.m3u8
澳视体育,https://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳视资讯,https://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳视综艺,https://live4.tdm.com.mo/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视立法院,https://live4.tdm.com.mo/tv/_definst_/ch21.live/playlist.m3u8
莲花卫视,http://live-rtmp.lotustv.duolaibo.cn/lotustv/5562e9e4d409d24c9600075c.m3u8
莲花卫视 FHD,http://220.158.149.28:8180/TV00000000000000000069@HHZT;LIVE
NHK华语视界,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/zh/725580/livecom_zh.m3u8
新加坡8频道,http://d34e90s3s13i7n.cloudfront.net/hls/ch8ctv/master02.m3u8
NationalGeographic ★,http://livecdnh1.tvanywhere.ae/hls/nat_geo/05.m3u8
NationalGeographicPeople ★,http://livecdnh1.tvanywhere.ae/hls/nat_geo_people/05.m3u8
NationalGeographicWild ★,http://livecdnh1.tvanywhere.ae/hls/nat_geo_wild/05.m3u8
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索頻道HD,P2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
探索科學HD,P2p://sdgdklwos.finetv.tv:9906/59fd166e000c7533026c1c1b4bf23d6b
探索夏娃HD,P2p://sdgdklwos.finetv.tv:9906/59fd286b000e1cdb02b260d1385f3d28
探索動力HD,P2p://sdgdklwos.finetv.tv:9906/59fd2846000cb99902b1cffa3bb33abb
國家地理HD,P2p://sdgdklwos.finetv.tv:9906/59fd16240000683c026af7fe2edc67eb
地理野生HD,P2p://sdgdklwos.finetv.tv:9906/59fd082b000c6ca7023466633fed4c93
地理悠人HD,P2p://sdgdklwos.finetv.tv:9906/59fd2804000a86bb02b0cd8e6fa14a15
历史頻道1HD,P2p://sdgdklwos.finetv.tv:9906/59fd16f900060059026e396d395f3348
历史頻道2HD,P2p://sdgdklwos.finetv.tv:9906/59fd2b7900012c9002be4c3577197bb9
MTV HD,P2p://sdgdklwos.finetv.tv:9906/59fd38c4000c84ed02f23c1b626a19ac
AXN HD,P2p://sdgdklwos.finetv.tv:9906/59fd2573000c0b9e02a6c794631510c8
HBO HD,P2p://sdgdklwos.finetv.tv:9906/59fd1566000391610268129978510d8e
HBO温馨家庭,P2p://sdgdklwos.finetv.tv:9906/59fd152900015243026723c45811069b
HBO原創巨獻,P2p://sdgdklwos.finetv.tv:9906/59fd14fc0005019f026674e730ed03b5
HBO強檔巨獻,P2p://sdgdklwos.finetv.tv:9906/59fd22e50004a1f8029ccaff41480126
FX HD,P2p://sdgdklwos.finetv.tv:9906/59fd279b000c06e702af33d47d4c770a
FOX HD,P2p://sdgdklwos.finetv.tv:9906/59fd14cf000321f60265c4a24ca93407
FOX優質電影,P2p://sdgdklwos.finetv.tv:9906/59fd246a0009125502a2bba01b0f4bf5
FOX家庭影院,P2p://sdgdklwos.finetv.tv:9906/59fd229f000615aa029bb9ed79916213
FOX動作電影,P2p://sdgdklwos.finetv.tv:9906/59fd244900002be402a238767364317b
FOX警匪電影,P2p://sdgdklwos.finetv.tv:9906/59fd14ae0007a794026544e32f606291
TVBS HD,P2p://sdgdklwos.finetv.tv:9906/59fd20d3000f24fd0294b75f4a555e2a
TVBS新聞台HD,P2p://sdgdklwos.finetv.tv:9906/59fd096d0003aa9702394e013b6206a2
TVBS歡樂台HD,P2p://sdgdklwos.finetv.tv:9906/59fd20ae000635720294248563346fd6
TVBS精采台HD,P2p://sdgdklwos.finetv.tv:9906/59fd250f000aa01602a54096673b0f2a
探索世界HD,http://58.99.33.2:1935/liveedge2/QchWpceS_129_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索科學,http://58.99.33.2:1935/liveedge2/QchWpceS_130_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索DMAX,http://58.99.33.2:1935/liveedge2/QchWpceS_131_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索eve,http://58.99.33.2:1935/liveedge2/QchWpceS_132_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC Earth HD,http://58.99.33.2:1935/liveedge2/QchWpceS_133_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC Entertainment Channel,http://58.99.33.2:1935/liveedge2/QchWpceS_134_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理HD,http://58.99.33.2:1935/liveedge2/QchWpceS_113_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理野生HD,http://58.99.33.2:1935/liveedge2/QchWpceS_114_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC EARTH HD,mitv://51.79.41.138:18912/5b1408f200071c8bb168d4b41804c742.ts
